example_id,node_id,serialization_id,serialization,method,score,binary_prediction,gold_label
tomatomozzarellasalad,2,0,"[7, 4, 1, 2, 9, 8, 5, 6, 3, 10]",ares,0.8256604075431824,0,1
tomatomozzarellasalad,2,0,"[7, 4, 1, 2, 9, 8, 5, 6, 3, 10]",sager,0.803000011742115,0,1
tomatomozzarellasalad,3,0,"[7, 4, 1, 2, 9, 8, 5, 6, 3, 10]",ares,0.9366037845611572,0,1
tomatomozzarellasalad,3,0,"[7, 4, 1, 2, 9, 8, 5, 6, 3, 10]",sager,0.9397000027000914,0,1
tomatomozzarellasalad,4,0,"[7, 4, 1, 2, 9, 8, 5, 6, 3, 10]",ares,0.34867924451828003,1,1
tomatomozzarellasalad,4,0,"[7, 4, 1, 2, 9, 8, 5, 6, 3, 10]",sager,0.4200000062584877,1,1
tomatomozzarellasalad,5,0,"[7, 4, 1, 2, 9, 8, 5, 6, 3, 10]",ares,0.801509439945221,0,1
tomatomozzarellasalad,5,0,"[7, 4, 1, 2, 9, 8, 5, 6, 3, 10]",sager,0.800000011920929,0,1
tomatomozzarellasalad,6,0,"[7, 4, 1, 2, 9, 8, 5, 6, 3, 10]",ares,0.7773584723472595,0,1
tomatomozzarellasalad,6,0,"[7, 4, 1, 2, 9, 8, 5, 6, 3, 10]",sager,0.803000011742115,0,1
tomatomozzarellasalad,7,0,"[7, 4, 1, 2, 9, 8, 5, 6, 3, 10]",ares,0.7524528503417969,0,1
tomatomozzarellasalad,7,0,"[7, 4, 1, 2, 9, 8, 5, 6, 3, 10]",sager,0.9499999999999976,0,1
tomatomozzarellasalad,8,0,"[7, 4, 1, 2, 9, 8, 5, 6, 3, 10]",ares,0.7871698141098022,0,1
tomatomozzarellasalad,8,0,"[7, 4, 1, 2, 9, 8, 5, 6, 3, 10]",sager,0.800000011920929,0,1
tomatomozzarellasalad,9,0,"[7, 4, 1, 2, 9, 8, 5, 6, 3, 10]",ares,0.7260377407073975,0,1
tomatomozzarellasalad,9,0,"[7, 4, 1, 2, 9, 8, 5, 6, 3, 10]",sager,0.5760000213980675,0,1
tomatomozzarellasalad,10,0,"[7, 4, 1, 2, 9, 8, 5, 6, 3, 10]",ares,0.9207546710968018,0,1
tomatomozzarellasalad,10,0,"[7, 4, 1, 2, 9, 8, 5, 6, 3, 10]",sager,0.29350000011920935,1,1
tomatomozzarellasalad,1,1,"[7, 4, 1, 2, 6, 9, 8, 5, 3, 10]",ares,0.08075471967458725,1,1
tomatomozzarellasalad,1,1,"[7, 4, 1, 2, 6, 9, 8, 5, 3, 10]",sager,0.029000000208616258,1,1
tomatomozzarellasalad,2,1,"[7, 4, 1, 2, 6, 9, 8, 5, 3, 10]",ares,0.8256604075431824,0,1
tomatomozzarellasalad,2,1,"[7, 4, 1, 2, 6, 9, 8, 5, 3, 10]",sager,0.803000011742115,0,1
tomatomozzarellasalad,3,1,"[7, 4, 1, 2, 6, 9, 8, 5, 3, 10]",ares,0.9615095257759094,0,1
tomatomozzarellasalad,3,1,"[7, 4, 1, 2, 6, 9, 8, 5, 3, 10]",sager,0.9397000027000914,0,1
tomatomozzarellasalad,4,1,"[7, 4, 1, 2, 6, 9, 8, 5, 3, 10]",ares,0.34867924451828003,1,1
tomatomozzarellasalad,4,1,"[7, 4, 1, 2, 6, 9, 8, 5, 3, 10]",sager,0.4200000062584877,1,1
tomatomozzarellasalad,5,1,"[7, 4, 1, 2, 6, 9, 8, 5, 3, 10]",ares,0.8309434056282043,0,1
tomatomozzarellasalad,5,1,"[7, 4, 1, 2, 6, 9, 8, 5, 3, 10]",sager,0.800000011920929,0,1
tomatomozzarellasalad,6,1,"[7, 4, 1, 2, 6, 9, 8, 5, 3, 10]",ares,0.8226414918899536,0,1
tomatomozzarellasalad,6,1,"[7, 4, 1, 2, 6, 9, 8, 5, 3, 10]",sager,0.803000011742115,0,1
tomatomozzarellasalad,7,1,"[7, 4, 1, 2, 6, 9, 8, 5, 3, 10]",ares,0.7524528503417969,0,1
tomatomozzarellasalad,7,1,"[7, 4, 1, 2, 6, 9, 8, 5, 3, 10]",sager,0.9499999999999976,0,1
tomatomozzarellasalad,8,1,"[7, 4, 1, 2, 6, 9, 8, 5, 3, 10]",ares,0.795849084854126,0,1
tomatomozzarellasalad,8,1,"[7, 4, 1, 2, 6, 9, 8, 5, 3, 10]",sager,0.800000011920929,0,1
tomatomozzarellasalad,9,1,"[7, 4, 1, 2, 6, 9, 8, 5, 3, 10]",ares,0.643396258354187,0,1
tomatomozzarellasalad,9,1,"[7, 4, 1, 2, 6, 9, 8, 5, 3, 10]",sager,0.5760000213980675,0,1
tomatomozzarellasalad,10,1,"[7, 4, 1, 2, 6, 9, 8, 5, 3, 10]",ares,0.8996225595474243,0,1
tomatomozzarellasalad,10,1,"[7, 4, 1, 2, 6, 9, 8, 5, 3, 10]",sager,0.29350000011920935,1,1
tomatomozzarellasalad,1,2,"[7, 4, 1, 2, 5, 9, 6, 8, 3, 10]",ares,0.08075471967458725,1,1
tomatomozzarellasalad,1,2,"[7, 4, 1, 2, 5, 9, 6, 8, 3, 10]",sager,0.029000000208616258,1,1
tomatomozzarellasalad,2,2,"[7, 4, 1, 2, 5, 9, 6, 8, 3, 10]",ares,0.8256604075431824,0,1
tomatomozzarellasalad,2,2,"[7, 4, 1, 2, 5, 9, 6, 8, 3, 10]",sager,0.803000011742115,0,1
tomatomozzarellasalad,3,2,"[7, 4, 1, 2, 5, 9, 6, 8, 3, 10]",ares,0.9833961725234985,0,1
tomatomozzarellasalad,3,2,"[7, 4, 1, 2, 5, 9, 6, 8, 3, 10]",sager,0.9397000027000914,0,1
tomatomozzarellasalad,4,2,"[7, 4, 1, 2, 5, 9, 6, 8, 3, 10]",ares,0.34867924451828003,1,1
tomatomozzarellasalad,4,2,"[7, 4, 1, 2, 5, 9, 6, 8, 3, 10]",sager,0.4200000062584877,1,1
tomatomozzarellasalad,5,2,"[7, 4, 1, 2, 5, 9, 6, 8, 3, 10]",ares,0.8000000715255737,0,1
tomatomozzarellasalad,5,2,"[7, 4, 1, 2, 5, 9, 6, 8, 3, 10]",sager,0.800000011920929,0,1
tomatomozzarellasalad,6,2,"[7, 4, 1, 2, 5, 9, 6, 8, 3, 10]",ares,0.7894339561462402,0,1
tomatomozzarellasalad,6,2,"[7, 4, 1, 2, 5, 9, 6, 8, 3, 10]",sager,0.803000011742115,0,1
tomatomozzarellasalad,7,2,"[7, 4, 1, 2, 5, 9, 6, 8, 3, 10]",ares,0.7524528503417969,0,1
tomatomozzarellasalad,7,2,"[7, 4, 1, 2, 5, 9, 6, 8, 3, 10]",sager,0.9499999999999976,0,1
tomatomozzarellasalad,8,2,"[7, 4, 1, 2, 5, 9, 6, 8, 3, 10]",ares,0.7833962440490723,0,1
tomatomozzarellasalad,8,2,"[7, 4, 1, 2, 5, 9, 6, 8, 3, 10]",sager,0.800000011920929,0,1
tomatomozzarellasalad,9,2,"[7, 4, 1, 2, 5, 9, 6, 8, 3, 10]",ares,0.6196226477622986,0,1
tomatomozzarellasalad,9,2,"[7, 4, 1, 2, 5, 9, 6, 8, 3, 10]",sager,0.5760000213980675,0,1
tomatomozzarellasalad,10,2,"[7, 4, 1, 2, 5, 9, 6, 8, 3, 10]",ares,0.9184905886650085,0,1
tomatomozzarellasalad,10,2,"[7, 4, 1, 2, 5, 9, 6, 8, 3, 10]",sager,0.29350000011920935,1,1
tomatomozzarellasalad,1,3,"[7, 4, 1, 2, 9, 5, 6, 8, 3, 10]",ares,0.08075471967458725,1,1
tomatomozzarellasalad,1,3,"[7, 4, 1, 2, 9, 5, 6, 8, 3, 10]",sager,0.029000000208616258,1,1
tomatomozzarellasalad,2,3,"[7, 4, 1, 2, 9, 5, 6, 8, 3, 10]",ares,0.8256604075431824,0,1
tomatomozzarellasalad,2,3,"[7, 4, 1, 2, 9, 5, 6, 8, 3, 10]",sager,0.803000011742115,0,1
tomatomozzarellasalad,3,3,"[7, 4, 1, 2, 9, 5, 6, 8, 3, 10]",ares,0.9675471186637878,0,1
tomatomozzarellasalad,3,3,"[7, 4, 1, 2, 9, 5, 6, 8, 3, 10]",sager,0.9397000027000914,0,1
tomatomozzarellasalad,4,3,"[7, 4, 1, 2, 9, 5, 6, 8, 3, 10]",ares,0.34867924451828003,1,1
tomatomozzarellasalad,4,3,"[7, 4, 1, 2, 9, 5, 6, 8, 3, 10]",sager,0.4200000062584877,1,1
tomatomozzarellasalad,5,3,"[7, 4, 1, 2, 9, 5, 6, 8, 3, 10]",ares,0.8000000715255737,0,1
tomatomozzarellasalad,5,3,"[7, 4, 1, 2, 9, 5, 6, 8, 3, 10]",sager,0.800000011920929,0,1
tomatomozzarellasalad,6,3,"[7, 4, 1, 2, 9, 5, 6, 8, 3, 10]",ares,0.7886792421340942,0,1
tomatomozzarellasalad,6,3,"[7, 4, 1, 2, 9, 5, 6, 8, 3, 10]",sager,0.803000011742115,0,1
tomatomozzarellasalad,7,3,"[7, 4, 1, 2, 9, 5, 6, 8, 3, 10]",ares,0.7524528503417969,0,1
tomatomozzarellasalad,7,3,"[7, 4, 1, 2, 9, 5, 6, 8, 3, 10]",sager,0.9499999999999976,0,1
tomatomozzarellasalad,8,3,"[7, 4, 1, 2, 9, 5, 6, 8, 3, 10]",ares,0.7562264204025269,0,1
tomatomozzarellasalad,8,3,"[7, 4, 1, 2, 9, 5, 6, 8, 3, 10]",sager,0.800000011920929,0,1
tomatomozzarellasalad,9,3,"[7, 4, 1, 2, 9, 5, 6, 8, 3, 10]",ares,0.7260377407073975,0,1
tomatomozzarellasalad,9,3,"[7, 4, 1, 2, 9, 5, 6, 8, 3, 10]",sager,0.5760000213980675,0,1
tomatomozzarellasalad,10,3,"[7, 4, 1, 2, 9, 5, 6, 8, 3, 10]",ares,0.9501886963844299,0,1
tomatomozzarellasalad,10,3,"[7, 4, 1, 2, 9, 5, 6, 8, 3, 10]",sager,0.29350000011920935,1,1
tomatomozzarellasalad,1,4,"[7, 4, 1, 2, 9, 5, 8, 6, 3, 10]",ares,0.08075471967458725,1,1
tomatomozzarellasalad,1,4,"[7, 4, 1, 2, 9, 5, 8, 6, 3, 10]",sager,0.029000000208616258,1,1
tomatomozzarellasalad,2,4,"[7, 4, 1, 2, 9, 5, 8, 6, 3, 10]",ares,0.8256604075431824,0,1
tomatomozzarellasalad,2,4,"[7, 4, 1, 2, 9, 5, 8, 6, 3, 10]",sager,0.803000011742115,0,1
tomatomozzarellasalad,3,4,"[7, 4, 1, 2, 9, 5, 8, 6, 3, 10]",ares,0.9826415181159973,0,1
tomatomozzarellasalad,3,4,"[7, 4, 1, 2, 9, 5, 8, 6, 3, 10]",sager,0.9397000027000914,0,1
tomatomozzarellasalad,4,4,"[7, 4, 1, 2, 9, 5, 8, 6, 3, 10]",ares,0.34867924451828003,1,1
tomatomozzarellasalad,4,4,"[7, 4, 1, 2, 9, 5, 8, 6, 3, 10]",sager,0.4200000062584877,1,1
tomatomozzarellasalad,5,4,"[7, 4, 1, 2, 9, 5, 8, 6, 3, 10]",ares,0.8000000715255737,0,1
tomatomozzarellasalad,5,4,"[7, 4, 1, 2, 9, 5, 8, 6, 3, 10]",sager,0.800000011920929,0,1
tomatomozzarellasalad,6,4,"[7, 4, 1, 2, 9, 5, 8, 6, 3, 10]",ares,0.800754725933075,0,1
tomatomozzarellasalad,6,4,"[7, 4, 1, 2, 9, 5, 8, 6, 3, 10]",sager,0.803000011742115,0,1
tomatomozzarellasalad,7,4,"[7, 4, 1, 2, 9, 5, 8, 6, 3, 10]",ares,0.7524528503417969,0,1
tomatomozzarellasalad,7,4,"[7, 4, 1, 2, 9, 5, 8, 6, 3, 10]",sager,0.9499999999999976,0,1
tomatomozzarellasalad,8,4,"[7, 4, 1, 2, 9, 5, 8, 6, 3, 10]",ares,0.7811321020126343,0,1
tomatomozzarellasalad,8,4,"[7, 4, 1, 2, 9, 5, 8, 6, 3, 10]",sager,0.800000011920929,0,1
tomatomozzarellasalad,9,4,"[7, 4, 1, 2, 9, 5, 8, 6, 3, 10]",ares,0.7260377407073975,0,1
tomatomozzarellasalad,9,4,"[7, 4, 1, 2, 9, 5, 8, 6, 3, 10]",sager,0.5760000213980675,0,1
tomatomozzarellasalad,10,4,"[7, 4, 1, 2, 9, 5, 8, 6, 3, 10]",ares,0.9645283222198486,0,1
tomatomozzarellasalad,10,4,"[7, 4, 1, 2, 9, 5, 8, 6, 3, 10]",sager,0.29350000011920935,1,1
breakfastburritos,1,0,"[10, 6, 1, 2, 9, 3, 11, 5, 8, 4, 7, 12]",ares,0.9141817688941956,0,0
breakfastburritos,1,0,"[10, 6, 1, 2, 9, 3, 11, 5, 8, 4, 7, 12]",sager,0.24800000280141832,1,0
breakfastburritos,2,0,"[10, 6, 1, 2, 9, 3, 11, 5, 8, 4, 7, 12]",ares,0.7272727489471436,0,0
breakfastburritos,2,0,"[10, 6, 1, 2, 9, 3, 11, 5, 8, 4, 7, 12]",sager,0.3230000057071447,1,0
breakfastburritos,3,0,"[10, 6, 1, 2, 9, 3, 11, 5, 8, 4, 7, 12]",ares,0.7919999957084656,0,0
breakfastburritos,3,0,"[10, 6, 1, 2, 9, 3, 11, 5, 8, 4, 7, 12]",sager,0.800000011920929,0,0
breakfastburritos,4,0,"[10, 6, 1, 2, 9, 3, 11, 5, 8, 4, 7, 12]",ares,0.24727272987365723,1,1
breakfastburritos,4,0,"[10, 6, 1, 2, 9, 3, 11, 5, 8, 4, 7, 12]",sager,0.20040000298619268,1,1
breakfastburritos,5,0,"[10, 6, 1, 2, 9, 3, 11, 5, 8, 4, 7, 12]",ares,0.9778181314468384,0,0
breakfastburritos,5,0,"[10, 6, 1, 2, 9, 3, 11, 5, 8, 4, 7, 12]",sager,0.9750000014901161,0,0
breakfastburritos,6,0,"[10, 6, 1, 2, 9, 3, 11, 5, 8, 4, 7, 12]",ares,0.9650908708572388,0,0
breakfastburritos,6,0,"[10, 6, 1, 2, 9, 3, 11, 5, 8, 4, 7, 12]",sager,0.9499999999999976,0,0
breakfastburritos,7,0,"[10, 6, 1, 2, 9, 3, 11, 5, 8, 4, 7, 12]",ares,0.2523636221885681,1,1
breakfastburritos,7,0,"[10, 6, 1, 2, 9, 3, 11, 5, 8, 4, 7, 12]",sager,0.00590000008791685,1,1
breakfastburritos,8,0,"[10, 6, 1, 2, 9, 3, 11, 5, 8, 4, 7, 12]",ares,0.8010908961296082,0,1
breakfastburritos,8,0,"[10, 6, 1, 2, 9, 3, 11, 5, 8, 4, 7, 12]",sager,0.800000011920929,0,1
breakfastburritos,9,0,"[10, 6, 1, 2, 9, 3, 11, 5, 8, 4, 7, 12]",ares,0.7301818132400513,0,0
breakfastburritos,9,0,"[10, 6, 1, 2, 9, 3, 11, 5, 8, 4, 7, 12]",sager,0.5110000102221965,0,0
breakfastburritos,10,0,"[10, 6, 1, 2, 9, 3, 11, 5, 8, 4, 7, 12]",ares,0.9450910091400146,0,0
breakfastburritos,10,0,"[10, 6, 1, 2, 9, 3, 11, 5, 8, 4, 7, 12]",sager,0.9499999999999976,0,0
breakfastburritos,11,0,"[10, 6, 1, 2, 9, 3, 11, 5, 8, 4, 7, 12]",ares,0.7541818618774414,0,0
breakfastburritos,11,0,"[10, 6, 1, 2, 9, 3, 11, 5, 8, 4, 7, 12]",sager,0.800000011920929,0,0
breakfastburritos,12,0,"[10, 6, 1, 2, 9, 3, 11, 5, 8, 4, 7, 12]",ares,0.3418181836605072,1,1
breakfastburritos,12,0,"[10, 6, 1, 2, 9, 3, 11, 5, 8, 4, 7, 12]",sager,0.06560000097751609,1,1
breakfastburritos,1,1,"[10, 6, 1, 2, 3, 11, 9, 5, 8, 4, 7, 12]",ares,0.9141817688941956,0,0
breakfastburritos,1,1,"[10, 6, 1, 2, 3, 11, 9, 5, 8, 4, 7, 12]",sager,0.24800000280141832,1,0
breakfastburritos,2,1,"[10, 6, 1, 2, 3, 11, 9, 5, 8, 4, 7, 12]",ares,0.7272727489471436,0,0
breakfastburritos,2,1,"[10, 6, 1, 2, 3, 11, 9, 5, 8, 4, 7, 12]",sager,0.3230000057071447,1,0
breakfastburritos,3,1,"[10, 6, 1, 2, 3, 11, 9, 5, 8, 4, 7, 12]",ares,0.7934545278549194,0,0
breakfastburritos,3,1,"[10, 6, 1, 2, 3, 11, 9, 5, 8, 4, 7, 12]",sager,0.800000011920929,0,0
breakfastburritos,4,1,"[10, 6, 1, 2, 3, 11, 9, 5, 8, 4, 7, 12]",ares,0.2749090790748596,1,1
breakfastburritos,4,1,"[10, 6, 1, 2, 3, 11, 9, 5, 8, 4, 7, 12]",sager,0.20040000298619268,1,1
breakfastburritos,5,1,"[10, 6, 1, 2, 3, 11, 9, 5, 8, 4, 7, 12]",ares,0.9469090104103088,0,0
breakfastburritos,5,1,"[10, 6, 1, 2, 3, 11, 9, 5, 8, 4, 7, 12]",sager,0.9750000014901161,0,0
breakfastburritos,6,1,"[10, 6, 1, 2, 3, 11, 9, 5, 8, 4, 7, 12]",ares,0.9650908708572388,0,0
breakfastburritos,6,1,"[10, 6, 1, 2, 3, 11, 9, 5, 8, 4, 7, 12]",sager,0.9499999999999976,0,0
breakfastburritos,7,1,"[10, 6, 1, 2, 3, 11, 9, 5, 8, 4, 7, 12]",ares,0.24727271497249603,1,1
breakfastburritos,7,1,"[10, 6, 1, 2, 3, 11, 9, 5, 8, 4, 7, 12]",sager,0.00590000008791685,1,1
breakfastburritos,8,1,"[10, 6, 1, 2, 3, 11, 9, 5, 8, 4, 7, 12]",ares,0.8007273077964783,0,1
breakfastburritos,8,1,"[10, 6, 1, 2, 3, 11, 9, 5, 8, 4, 7, 12]",sager,0.800000011920929,0,1
breakfastburritos,9,1,"[10, 6, 1, 2, 3, 11, 9, 5, 8, 4, 7, 12]",ares,0.676727294921875,0,0
breakfastburritos,9,1,"[10, 6, 1, 2, 3, 11, 9, 5, 8, 4, 7, 12]",sager,0.5110000102221965,0,0
breakfastburritos,10,1,"[10, 6, 1, 2, 3, 11, 9, 5, 8, 4, 7, 12]",ares,0.9450910091400146,0,0
breakfastburritos,10,1,"[10, 6, 1, 2, 3, 11, 9, 5, 8, 4, 7, 12]",sager,0.9499999999999976,0,0
breakfastburritos,11,1,"[10, 6, 1, 2, 3, 11, 9, 5, 8, 4, 7, 12]",ares,0.7527273297309875,0,0
breakfastburritos,11,1,"[10, 6, 1, 2, 3, 11, 9, 5, 8, 4, 7, 12]",sager,0.800000011920929,0,0
breakfastburritos,12,1,"[10, 6, 1, 2, 3, 11, 9, 5, 8, 4, 7, 12]",ares,0.3672727346420288,1,1
