dataset,recipe_name,ordering_index,claim_id,original_position,reordered_position,claim_text,ground_truth_error_label,method,raw_score,predicted_error_label,model,threshold,hyperparams,seed
captaincookrecipes,blenderbananapancakes,2,4,13,13,"Because we have completed all previous steps (Serve-Serve the pancakes with chopped strawberries), and have all necessary ingredients (maple syrup), we can now do the step splash-splash maple syrup on plate. And now we have completed this step splash-splash maple syrup on plate.",1,ares,0.0,1,gpt-4o-mini,0.29898306727409363,"{'p': 0.95, 'temperature': 0.0, 'epsilon': 0.1, 'delta': 0.1}",42
captaincookrecipes,blenderbananapancakes,2,5,2,1,"Because we have completed all previous steps (START), and have all necessary ingredients (banana), we can now do the step Add-Add 1 banana to a blender. And now we have completed this step Add-Add 1 banana to a blender.",0,ares,0.7132867574691772,0,gpt-4o-mini,0.29898306727409363,"{'p': 0.95, 'temperature': 0.0, 'epsilon': 0.1, 'delta': 0.1}",42
captaincookrecipes,blenderbananapancakes,2,6,8,8,"Because we have completed all previous steps (Pour-Pour three little puddles straight from the blender into the frying pan),  we can now do the step Cook-Cook for 1 min or until the tops start to bubble. And now we have completed this step Cook-Cook for 1 min or until the tops start to bubble.",0,ares,0.9020978212356567,0,gpt-4o-mini,0.29898306727409363,"{'p': 0.95, 'temperature': 0.0, 'epsilon': 0.1, 'delta': 0.1}",42
captaincookrecipes,blenderbananapancakes,2,7,5,5,"Because we have completed all previous steps (Add-Add 1 banana to a blender, and Add-1 heaped tbsp flour to a blender, and Add-1/2 tsp baking powder to a blender, and Add-1 egg to a blender),  we can now do the step blitz-blitz the blender for 20 seconds. And now we have completed this step blitz-blitz the blender for 20 seconds.",0,ares,0.6643356680870056,0,gpt-4o-mini,0.29898306727409363,"{'p': 0.95, 'temperature': 0.0, 'epsilon': 0.1, 'delta': 0.1}",42
captaincookrecipes,blenderbananapancakes,2,8,9,9,"Because we have completed all previous steps (Cook-Cook for 1 min or until the tops start to bubble),  we can now do the step Flip-Flip the pancakes with a fork or a fish slice spatula. And now we have completed this step Flip-Flip the pancakes with a fork or a fish slice spatula.",0,ares,0.9090909361839294,0,gpt-4o-mini,0.29898306727409363,"{'p': 0.95, 'temperature': 0.0, 'epsilon': 0.1, 'delta': 0.1}",42
captaincookrecipes,blenderbananapancakes,2,9,3,4,"Because we have completed all previous steps (START), and have all necessary ingredients (egg), we can now do the step Add-1 egg to a blender. And now we have completed this step Add-1 egg to a blender.",0,ares,0.5769230723381042,0,gpt-4o-mini,0.29898306727409363,"{'p': 0.95, 'temperature': 0.0, 'epsilon': 0.1, 'delta': 0.1}",42
captaincookrecipes,blenderbananapancakes,2,10,10,10,"Because we have completed all previous steps (Flip-Flip the pancakes with a fork or a fish slice spatula),  we can now do the step cook-cook for 20-30 seconds more. And now we have completed this step cook-cook for 20-30 seconds more.",0,ares,0.8027971982955933,0,gpt-4o-mini,0.29898306727409363,"{'p': 0.95, 'temperature': 0.0, 'epsilon': 0.1, 'delta': 0.1}",42
captaincookrecipes,blenderbananapancakes,2,11,7,7,"Because we have completed all previous steps (Melt-Melt a small knob of butter in a non-stick frying pan over low-medium heat),  we can now do the step Pour-Pour three little puddles straight from the blender into the frying pan. And now we have completed this step Pour-Pour three little puddles straight from the blender into the frying pan.",0,ares,0.618881106376648,0,gpt-4o-mini,0.29898306727409363,"{'p': 0.95, 'temperature': 0.0, 'epsilon': 0.1, 'delta': 0.1}",42
captaincookrecipes,blenderbananapancakes,2,12,0,0,"Because we have completed all previous steps (START), and have all necessary ingredients (flour), we can now do the step Add-1 heaped tbsp flour to a blender. And now we have completed this step Add-1 heaped tbsp flour to a blender.",0,ares,0.5734266042709351,0,gpt-4o-mini,0.29898306727409363,"{'p': 0.95, 'temperature': 0.0, 'epsilon': 0.1, 'delta': 0.1}",42
captaincookrecipes,blenderbananapancakes,2,13,1,2,"Because we have completed all previous steps (START), and have all necessary ingredients (strawberry), we can now do the step Chop-Chop 1 strawberry. And now we have completed this step Chop-Chop 1 strawberry.",0,ares,0.2930070161819458,1,gpt-4o-mini,0.29898306727409363,"{'p': 0.95, 'temperature': 0.0, 'epsilon': 0.1, 'delta': 0.1}",42
captaincookrecipes,blenderbananapancakes,2,14,11,11,"Because we have completed all previous steps (cook-cook for 20-30 seconds more),  we can now do the step Transfer-Transfer to a plate. And now we have completed this step Transfer-Transfer to a plate.",0,ares,0.867132842540741,0,gpt-4o-mini,0.29898306727409363,"{'p': 0.95, 'temperature': 0.0, 'epsilon': 0.1, 'delta': 0.1}",42
captaincookrecipes,blenderbananapancakes,2,15,14,14,"Because we have completed all previous steps (splash-splash maple syrup on plate),  we can now do the step END. And now we have completed this step END.",1,ares,0.0,1,gpt-4o-mini,0.29898306727409363,"{'p': 0.95, 'temperature': 0.0, 'epsilon': 0.1, 'delta': 0.1}",42
captaincookrecipes,blenderbananapancakes,3,1,4,2,"Because we have completed all previous steps (START),  we can now do the step Add-1/2 tsp baking powder to a blender. And now we have completed this step Add-1/2 tsp baking powder to a blender.",0,ares,0.038461536169052124,1,gpt-4o-mini,0.29898306727409363,"{'p': 0.95, 'temperature': 0.0, 'epsilon': 0.1, 'delta': 0.1}",42
captaincookrecipes,blenderbananapancakes,3,2,12,12,"Because we have completed all previous steps (Transfer-Transfer to a plate, and Chop-Chop 1 strawberry), and have all necessary ingredients (strawberries), we can now do the step Serve-Serve the pancakes with chopped strawberries. And now we have completed this step Serve-Serve the pancakes with chopped strawberries.",1,ares,0.010489510372281075,1,gpt-4o-mini,0.29898306727409363,"{'p': 0.95, 'temperature': 0.0, 'epsilon': 0.1, 'delta': 0.1}",42
captaincookrecipes,blenderbananapancakes,3,3,6,6,"Because we have completed all previous steps (blitz-blitz the blender for 20 seconds), and have all necessary ingredients (butter), we can now do the step Melt-Melt a small knob of butter in a non-stick frying pan over low-medium heat. And now we have completed this step Melt-Melt a small knob of butter in a non-stick frying pan over low-medium heat.",0,ares,0.017482517287135124,1,gpt-4o-mini,0.29898306727409363,"{'p': 0.95, 'temperature': 0.0, 'epsilon': 0.1, 'delta': 0.1}",42
captaincookrecipes,blenderbananapancakes,3,4,13,13,"Because we have completed all previous steps (Serve-Serve the pancakes with chopped strawberries), and have all necessary ingredients (maple syrup), we can now do the step splash-splash maple syrup on plate. And now we have completed this step splash-splash maple syrup on plate.",1,ares,0.0,1,gpt-4o-mini,0.29898306727409363,"{'p': 0.95, 'temperature': 0.0, 'epsilon': 0.1, 'delta': 0.1}",42
captaincookrecipes,blenderbananapancakes,3,5,2,0,"Because we have completed all previous steps (START), and have all necessary ingredients (banana), we can now do the step Add-Add 1 banana to a blender. And now we have completed this step Add-Add 1 banana to a blender.",0,ares,0.2902097702026367,1,gpt-4o-mini,0.29898306727409363,"{'p': 0.95, 'temperature': 0.0, 'epsilon': 0.1, 'delta': 0.1}",42
captaincookrecipes,blenderbananapancakes,3,6,8,8,"Because we have completed all previous steps (Pour-Pour three little puddles straight from the blender into the frying pan),  we can now do the step Cook-Cook for 1 min or until the tops start to bubble. And now we have completed this step Cook-Cook for 1 min or until the tops start to bubble.",0,ares,0.9265734553337097,0,gpt-4o-mini,0.29898306727409363,"{'p': 0.95, 'temperature': 0.0, 'epsilon': 0.1, 'delta': 0.1}",42
captaincookrecipes,blenderbananapancakes,3,7,5,5,"Because we have completed all previous steps (Add-Add 1 banana to a blender, and Add-1 heaped tbsp flour to a blender, and Add-1/2 tsp baking powder to a blender, and Add-1 egg to a blender),  we can now do the step blitz-blitz the blender for 20 seconds. And now we have completed this step blitz-blitz the blender for 20 seconds.",0,ares,0.18881119787693024,1,gpt-4o-mini,0.29898306727409363,"{'p': 0.95, 'temperature': 0.0, 'epsilon': 0.1, 'delta': 0.1}",42
captaincookrecipes,blenderbananapancakes,3,8,9,9,"Because we have completed all previous steps (Cook-Cook for 1 min or until the tops start to bubble),  we can now do the step Flip-Flip the pancakes with a fork or a fish slice spatula. And now we have completed this step Flip-Flip the pancakes with a fork or a fish slice spatula.",0,ares,0.9405595064163208,0,gpt-4o-mini,0.29898306727409363,"{'p': 0.95, 'temperature': 0.0, 'epsilon': 0.1, 'delta': 0.1}",42
captaincookrecipes,blenderbananapancakes,3,9,3,1,"Because we have completed all previous steps (START), and have all necessary ingredients (egg), we can now do the step Add-1 egg to a blender. And now we have completed this step Add-1 egg to a blender.",0,ares,0.08041957765817642,1,gpt-4o-mini,0.29898306727409363,"{'p': 0.95, 'temperature': 0.0, 'epsilon': 0.1, 'delta': 0.1}",42
captaincookrecipes,blenderbananapancakes,3,10,10,10,"Because we have completed all previous steps (Flip-Flip the pancakes with a fork or a fish slice spatula),  we can now do the step cook-cook for 20-30 seconds more. And now we have completed this step cook-cook for 20-30 seconds more.",0,ares,0.7524476051330566,0,gpt-4o-mini,0.29898306727409363,"{'p': 0.95, 'temperature': 0.0, 'epsilon': 0.1, 'delta': 0.1}",42
captaincookrecipes,blenderbananapancakes,3,11,7,7,"Because we have completed all previous steps (Melt-Melt a small knob of butter in a non-stick frying pan over low-medium heat),  we can now do the step Pour-Pour three little puddles straight from the blender into the frying pan. And now we have completed this step Pour-Pour three little puddles straight from the blender into the frying pan.",0,ares,0.07692307978868484,1,gpt-4o-mini,0.29898306727409363,"{'p': 0.95, 'temperature': 0.0, 'epsilon': 0.1, 'delta': 0.1}",42
captaincookrecipes,blenderbananapancakes,3,12,0,4,"Because we have completed all previous steps (START), and have all necessary ingredients (flour), we can now do the step Add-1 heaped tbsp flour to a blender. And now we have completed this step Add-1 heaped tbsp flour to a blender.",0,ares,0.17832167446613312,1,gpt-4o-mini,0.29898306727409363,"{'p': 0.95, 'temperature': 0.0, 'epsilon': 0.1, 'delta': 0.1}",42
captaincookrecipes,blenderbananapancakes,3,13,1,3,"Because we have completed all previous steps (START), and have all necessary ingredients (strawberry), we can now do the step Chop-Chop 1 strawberry. And now we have completed this step Chop-Chop 1 strawberry.",0,ares,0.6797202825546265,0,gpt-4o-mini,0.29898306727409363,"{'p': 0.95, 'temperature': 0.0, 'epsilon': 0.1, 'delta': 0.1}",42
captaincookrecipes,blenderbananapancakes,3,14,11,11,"Because we have completed all previous steps (cook-cook for 20-30 seconds more),  we can now do the step Transfer-Transfer to a plate. And now we have completed this step Transfer-Transfer to a plate.",0,ares,0.8391608595848083,0,gpt-4o-mini,0.29898306727409363,"{'p': 0.95, 'temperature': 0.0, 'epsilon': 0.1, 'delta': 0.1}",42
captaincookrecipes,blenderbananapancakes,3,15,14,14,"Because we have completed all previous steps (splash-splash maple syrup on plate),  we can now do the step END. And now we have completed this step END.",1,ares,0.0,1,gpt-4o-mini,0.29898306727409363,"{'p': 0.95, 'temperature': 0.0, 'epsilon': 0.1, 'delta': 0.1}",42
captaincookrecipes,blenderbananapancakes,4,1,4,2,"Because we have completed all previous steps (START),  we can now do the step Add-1/2 tsp baking powder to a blender. And now we have completed this step Add-1/2 tsp baking powder to a blender.",0,ares,0.04545454680919647,1,gpt-4o-mini,0.29898306727409363,"{'p': 0.95, 'temperature': 0.0, 'epsilon': 0.1, 'delta': 0.1}",42
captaincookrecipes,blenderbananapancakes,4,2,12,12,"Because we have completed all previous steps (Transfer-Transfer to a plate, and Chop-Chop 1 strawberry), and have all necessary ingredients (strawberries), we can now do the step Serve-Serve the pancakes with chopped strawberries. And now we have completed this step Serve-Serve the pancakes with chopped strawberries.",1,ares,0.0559440553188324,1,gpt-4o-mini,0.29898306727409363,"{'p': 0.95, 'temperature': 0.0, 'epsilon': 0.1, 'delta': 0.1}",42
captaincookrecipes,blenderbananapancakes,4,3,6,6,"Because we have completed all previous steps (blitz-blitz the blender for 20 seconds), and have all necessary ingredients (butter), we can now do the step Melt-Melt a small knob of butter in a non-stick frying pan over low-medium heat. And now we have completed this step Melt-Melt a small knob of butter in a non-stick frying pan over low-medium heat.",0,ares,0.36503493785858154,0,gpt-4o-mini,0.29898306727409363,"{'p': 0.95, 'temperature': 0.0, 'epsilon': 0.1, 'delta': 0.1}",42
captaincookrecipes,blenderbananapancakes,4,4,13,13,"Because we have completed all previous steps (Serve-Serve the pancakes with chopped strawberries), and have all necessary ingredients (maple syrup), we can now do the step splash-splash maple syrup on plate. And now we have completed this step splash-splash maple syrup on plate.",1,ares,0.0,1,gpt-4o-mini,0.29898306727409363,"{'p': 0.95, 'temperature': 0.0, 'epsilon': 0.1, 'delta': 0.1}",42
captaincookrecipes,blenderbananapancakes,4,5,2,4,"Because we have completed all previous steps (START), and have all necessary ingredients (banana), we can now do the step Add-Add 1 banana to a blender. And now we have completed this step Add-Add 1 banana to a blender.",0,ares,0.7307692170143127,0,gpt-4o-mini,0.29898306727409363,"{'p': 0.95, 'temperature': 0.0, 'epsilon': 0.1, 'delta': 0.1}",42
captaincookrecipes,blenderbananapancakes,4,6,8,8,"Because we have completed all previous steps (Pour-Pour three little puddles straight from the blender into the frying pan),  we can now do the step Cook-Cook for 1 min or until the tops start to bubble. And now we have completed this step Cook-Cook for 1 min or until the tops start to bubble.",0,ares,0.9055944085121155,0,gpt-4o-mini,0.29898306727409363,"{'p': 0.95, 'temperature': 0.0, 'epsilon': 0.1, 'delta': 0.1}",42
captaincookrecipes,blenderbananapancakes,4,7,5,5,"Because we have completed all previous steps (Add-Add 1 banana to a blender, and Add-1 heaped tbsp flour to a blender, and Add-1/2 tsp baking powder to a blender, and Add-1 egg to a blender),  we can now do the step blitz-blitz the blender for 20 seconds. And now we have completed this step blitz-blitz the blender for 20 seconds.",0,ares,0.55594402551651,0,gpt-4o-mini,0.29898306727409363,"{'p': 0.95, 'temperature': 0.0, 'epsilon': 0.1, 'delta': 0.1}",42
captaincookrecipes,blenderbananapancakes,4,8,9,9,"Because we have completed all previous steps (Cook-Cook for 1 min or until the tops start to bubble),  we can now do the step Flip-Flip the pancakes with a fork or a fish slice spatula. And now we have completed this step Flip-Flip the pancakes with a fork or a fish slice spatula.",0,ares,0.940559446811676,0,gpt-4o-mini,0.29898306727409363,"{'p': 0.95, 'temperature': 0.0, 'epsilon': 0.1, 'delta': 0.1}",42
captaincookrecipes,blenderbananapancakes,4,9,3,3,"Because we have completed all previous steps (START), and have all necessary ingredients (egg), we can now do the step Add-1 egg to a blender. And now we have completed this step Add-1 egg to a blender.",0,ares,0.5762237310409546,0,gpt-4o-mini,0.29898306727409363,"{'p': 0.95, 'temperature': 0.0, 'epsilon': 0.1, 'delta': 0.1}",42
